kernel_str,learned_kernel,mse,rmse,lml,std,R2_tr,R2,R2_test
1**2,11.9**2,59.275000327656507,7.699025933691645,-1640.832435098859605,7.489473699612656,-0.000000109044654,-0.056741990967226,-59.448876350920969
DotProduct(sigma_0=1),DotProduct(sigma_0=0.766),1.978769624702024,1.406687465182662,-854.675255636033398,1.405634235263737,0.948596940677839,0.964722919589805,0.761442937125497
"ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=0.0116, periodicity=1e+05)",12.304506813050400,3.507778045009462,-1022.529956830516994,3.168078520702519,0.940313481679883,0.780637891933914,-26.152237656795020
"Matern(length_scale=1, nu=1.5)","Matern(length_scale=191, nu=1.5)",12.916442038630018,3.593945191378135,-1026.125680719728280,3.219913424166630,0.955626735194631,0.769728441996378,-29.307804440010024
RBF(length_scale=1),RBF(length_scale=185),12.304407660919171,3.507763911798964,-1022.529302563452120,3.168066869376205,0.940313551816094,0.780639659596841,-26.151978291454039
"RationalQuadratic(alpha=1, length_scale=1)","RationalQuadratic(alpha=1e+05, length_scale=185)",12.304413899931056,3.507764801113532,-1022.529448325359340,3.168067552938946,0.940313553263841,0.780639548369075,-26.151995190403063
WhiteKernel(noise_level=1),WhiteKernel(noise_level=175),243.627767730684297,15.608579939593618,-1563.123034966831938,7.489473699612657,-3.305815533634543,-3.343343583357223,-228.129343998997967
1**2 * 1**2,0.87**2 * 13.7**2,59.275000357675943,7.699025935641206,-1640.832435098824590,7.489473699612658,-0.000000109045501,-0.056741991502406,-59.448876431459851
1**2 + 1**2,0.0165**2 + 11.9**2,59.275000332321383,7.699025933994597,-1640.832435098597443,7.489473699612654,-0.000000109044785,-0.056741991050390,-59.448876363436348
1**2 * DotProduct(sigma_0=1),0.0574**2 * DotProduct(sigma_0=13.5),1.977075461803716,1.406085154535000,-852.316799580783368,1.405071070165554,0.948607975908756,0.964753122762547,0.764903245254515
1**2 + DotProduct(sigma_0=1),0.651**2 + DotProduct(sigma_0=0.403),1.978769571026312,1.406687446103900,-854.675255636034080,1.405634214382801,0.948596941218326,0.964722920546724,0.761443027910996
"1**2 * ExpSineSquared(length_scale=1, periodicity=1)","14.2**2 * ExpSineSquared(length_scale=1.6, periodicity=679)",1.530288475231726,1.237048291390326,-822.286649024811368,1.176506181516435,0.998326064805057,0.972718345320429,-2.944573230144669
"1**2 + ExpSineSquared(length_scale=1, periodicity=1)","11.6**2 + ExpSineSquared(length_scale=0.00444, periodicity=1e+05)",8.764227141806444,2.960443740692676,-908.683213336000108,2.785188320347767,0.979582713976625,0.843753238499768,-20.521811276535164
"1**2 * Matern(length_scale=1, nu=1.5)","17.4**2 * Matern(length_scale=525, nu=1.5)",0.638876461047671,0.799297479695558,-822.487459573406682,0.763253735990564,0.998389149553697,0.988610247495611,-0.556754812881980
"1**2 + Matern(length_scale=1, nu=1.5)","11.5**2 + Matern(length_scale=87.6, nu=1.5)",8.883711284547458,2.980555532874276,-912.223495386863760,2.802973242203497,0.979286311436455,0.841623100833109,-20.813439273972264
1**2 * RBF(length_scale=1),12.5**2 * RBF(length_scale=128),1.860913315361551,1.364152966262051,-823.000155629804226,1.296752308488005,0.997690982784534,0.966824036591780,-3.769814801969658
1**2 + RBF(length_scale=1),11.6**2 + RBF(length_scale=70.7),8.764127131894497,2.960426849610458,-908.683197826806236,2.785172469289656,0.979582550770424,0.843755021455025,-20.521526566116123
"1**2 * RationalQuadratic(alpha=1, length_scale=1)","15.3**2 * RationalQuadratic(alpha=0.348, length_scale=235)",0.877266181882457,0.936624888566633,-822.152421100886158,0.893070600650087,0.998334359509833,0.984360286688718,-1.191583163364353
"1**2 + RationalQuadratic(alpha=1, length_scale=1)","11.6**2 + RationalQuadratic(alpha=1e+05, length_scale=70.7)",8.764133069995795,2.960427852523313,-908.683221338748581,2.785173386693736,0.979582566552067,0.843754915591829,-20.521544072313297
1**2 * WhiteKernel(noise_level=1),3.1**2 * WhiteKernel(noise_level=18.2),243.627767730684297,15.608579939593618,-1563.123034966831938,7.489473699612657,-3.305815533634543,-3.343343583357223,-228.129343998997967
1**2 + WhiteKernel(noise_level=1),11.9**2 + WhiteKernel(noise_level=33),59.300555517383494,7.700685392702619,-1283.967221975413622,7.489473699612656,-0.000002019780919,-0.057197583407924,-59.517320745905799
DotProduct(sigma_0=1) * DotProduct(sigma_0=1),DotProduct(sigma_0=1.13) * DotProduct(sigma_0=1.13),2.653981066406052,1.629104375540761,-842.268958981666060,1.563513353400960,0.978370987206173,0.952685394844364,-3.991991867206076
DotProduct(sigma_0=1) + DotProduct(sigma_0=1),DotProduct(sigma_0=0.00299) + DotProduct(sigma_0=0.766),1.978772429181080,1.406688462020315,-855.021003472146276,1.405635165111155,0.948596922120235,0.964722869592154,0.761437237658430
